layer_key,attachment_type,source_id,target_region_id,weight,source_file,source_hash,notes
1,import,International Imports,ZA,1.000000000000,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,conservative hydro_import proxy; module 09 resolves final bus IDs
10,import,International Imports,Gauteng,1.000000000000,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,conservative hydro_import proxy; module 09 resolves final bus IDs
34,import,International Imports,Pretoria,1.000000000000,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,conservative hydro_import proxy; module 09 resolves final bus IDs
1,export,International Exports,RSA,1.000000000000,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Eastern Cape,0.113262579554,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Free State,0.025508381047,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Gauteng,0.181009150304,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Hydra Central,0.043688141528,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,KwaZulu Natal,0.156833594695,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Limpopo,0.151551983207,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
10,export,International Exports,Mpumalanga,0.113222020021,data/za_validation/eskom_2023_hourly_clean.csv,bab73ee6b46d4c147d64b9e0b8d88a01eff2d49229e4688729b180aa1ca4221a,gross exports proxy uses demand weights because Eskom source has no border split; module 09 may replace
